"product_name";"product_brand";"product_package_has";"product_macro_for";"product_kcal";"product_protein";"product_fat";"product_carbs";"comment_optional"
"Mas³o";"Produkt ogolny";0.0;100.0;746.0;1.0;82.0;1.0;"/www.tabele-kalorii.pl/kalorie,Maslo-Polskie-Ekstra-200-g-Mlekovita.html"
"Mas³o Ekstra";"Mleczna Dolina";200.0;100.0;746.0;1.0;82.0;1.0;""
"Mas³o orzechowe";"Vitanella";450.0;100.0;611.0;22.0;49.0;17.0;""
"McWrap Klasyczny Chrupi¹cy Kurczak";"McDonalds";260.0;100.0;491.0;24.0;19.0;56.0;""
"Metka cebulowa";"Soko³ów";170.0;100.0;245.0;13.0;21.0;0.9;""
"Mielonka Tyrolska";"Produkt ogolny";0.0;100.0;224.0;11.0;18.0;4.5;""
"Miêso mielone z szynki sma¿one";"domowe";0.0;100.0;179.1;27.0;7.78;0.25;"Link: https://www.tabele-kalorii.pl/kalorie,Mieso-mielone-z-szynki-smazone-Przepis-od-missy66.html"
"Migda³y £uskane";"Makar";1000.0;100.0;604.0;20.0;52.0;7.6;"/www.fit-zone.pl/p598,makar-migdaly-luskane-1kg-premium.html?srsltid=AfmBOorQ-rI6oDFfXdrc21bIPkeJ5vDkF0jo3my3eky0DWa8T-h4x0eB"
"Mini pizza z pieczarkami i cebul¹";"Carrefour";155.0;100.0;210.0;7.0;4.5;34.7;""
"Miód wielokwiatowy nektarowy";"Tip";900.0;100.0;318.0;0.3;0.0;79.5;"/www.tabele-kalorii.pl/kalorie,Miod-wielokwiatowy-nektarowy-Tip.html"
"Mirinda pomarañczowa";"Pepsi Cola General Bottlers Poland Sp. z o.o.";0.0;100.0;48.0;0.0;0.1;12.9;"/www.tabele-kalorii.pl/kalorie,Mirinda-pomaranczowa.html"
"Mirinda zero";"Mirinda";0.0;100.0;1.0;0.0;0.0;0.0;"/www.frisco.pl/pid,137340/n,mirinda-zero-cukru-napoj-gazowany-o-smaku-pomaranczowym-bez-cukru/stn,product"
"Mixer smak truskawkowy";"Pilos";850.0;100.0;68.0;3.3;0.8;11.2;"/www.dine4fit.pl/produkty/mixer-smak-truskawkowy-pilos"
"Mixo Napój jogurtowy o smaku truskawka kiwi";"Fruvita";700.0;100.0;65.0;1.7;0.8;12.8;"Link: https://zakupy.biedronka.pl/fruvita-fruvita-mixo-napoj-jogurtowy-o-smaku-truskawka-kiwi-700g-0000002422.html"
"Mizeria ze œmietan¹";"Domowe";0.0;100.0;66.7;1.53;5.38;3.59;"Domowe"
"Mleko 1,5%";"";0.0;100.0;44.0;3.0;1.5;4.7;"Produkt ogólny bez marki i opakowania"
"Mleko 1,7%";"Produkt ogolny";0.0;100.0;49.0;3.5;1.7;4.7;"/uk-gd.openfoodfacts.org/product/4056489000921/west-country-semi-skimmed-milk-lidl?"
"Mleko 2,0%";"Mlekovita";1000.0;100.0;49.0;3.0;2.0;4.7;""
"Mleko 3.2 %";"";0.0;100.0;60.0;3.0;3.2;4.7;"Ogólny produkt bez marki i opakowania"
"Mleko truskawkowe Mullermilch";"Muller";400.0;100.0;73.0;3.5;0.9;11.6;""
"Mleko w proszku odt³uszczone granulowane";"SM Gostyñ";250.0;100.0;357.0;35.0;1.0;52.0;"Link: https://leclerc.com.pl/gostyn-mleko-w-proszku-odtluszczone-granulowane"
"Monte - Mega";"Zott";400.0;100.0;181.0;2.6;11.8;15.7;""
"Monte mega white";"Zott";400.0;100.0;184.0;2.4;13.5;12.9;""
"Naleœnik domowy";"domowe";0.0;100.0;214.4;8.1;5.0;34.5;"Link: https://www.tabele-kalorii.pl/kalorie,Nalesnik-domowy.html"
"Naleœnik z serem";"domowy";0.0;100.0;238.0;8.0;11.0;29.0;"Link: https://kalkulatorkalorii.net/kalkulator-kalorii/1114-100-nalesnik+z+serem"
"Napój herbaciany o smaku cytrynowym";"Granella";400.0;100.0;387.0;0.1;0.0;95.0;"/www.dine4fit.pl/produkty/napoj-herbaciany-o-smaku-cytrynowym-granella"
"Napój herbaciany o smaku owoców leœnych";"Granella";400.0;100.0;394.0;0.0;0.0;97.92;"Link: https://www.tabele-kalorii.pl/kalorie,Napoj-herbaciany-o-smaku-owocow-lesnych-Granella.html"
"Napój jab³ko bia³e winogrono";"Tymbark";2000.0;100.0;20.0;0.0;0.0;4.8;"/tymbark.com/produkt/jablko-biale-winogrono/"
"Napój jab³ko brzoskwinia";"Tymbark";250.0;100.0;34.0;0.0;0.0;8.4;""
"Napój Jab³ko truskawka czarna porzeczka";"Tymbark";1750.0;100.0;20.0;0.0;0.0;4.8;""
"Napój jab³ko-arbuz - Tymbark";"Tymbark";2000.0;100.0;19.0;0.0;0.0;4.6;"Link: https://tymbark.com/produkt/jablko-arbuz/"
"Napój jab³ko-miêta";"Tymbark";1000.0;100.0;41.0;0.1;0.1;9.8;""
